title,date,excerpt,url,author
Celebrate Lunar New Year On Warriors Ground,2022-01-28T17:27:00Z,"Join the Lunar New Year celebrations on Warriors Ground to welcome the Year of the Tiger at the free, family-friendly event at Thrive City on Friday, Jan. 28 from 5-8 p.m. There will be a number of activations at Thrive City on Friday night as well as during the Warriors vs. Nets game, presented by Cache Creek Casino Resort, at Chase Center on Saturday, Jan. 29.",https://www.nba.com/warriors/news-blogs/lunar-new-year-warriors-ground-20220128,Golden State Warriors
Stephen Curry and Andrew Wiggins Named 2022 NBA All-Star Starters,2022-01-28T00:35:00Z,"Golden State Warriors guard Stephen Curry and forward Andrew Wiggins have been named starters in the 71st NBA All-Star Game, the league announced today. Curry will make his eighth All-Star Game appearance, surpassing Rick Barry’s franchise record of seven All-Star starts, and trailing only Paul Arizin (10 appearances) for most All-Star selections in Warriors history. Wiggins was named a starter in his first All-Star appearance. The Warriors have had multiple All-Star starters in five of the past eight seasons.",https://www.nba.com/warriors/news/curry-wiggins-2022-all-star-announcement-20220127,Golden State Warriors
Chase Center Announces Updated Venue Entry Requirements,2022-01-27T22:00:00Z,"The Golden State Warriors and Chase Center have announced updated details today regarding the venue’s entry requirements for fans, in accordance with the public health order issued by the San Francisco Department of Public Health today. The updates to the mandate address new testing requirements for fans who are not up-to-date on vaccination.",https://www.nba.com/warriors/news/chase-center-announces-updated-venue-requirements-20220127,Golden State Warriors
Warriors to Host Two Free COVID-19 Vaccine Clinics for Fans at Thrive City,2022-01-24T23:02:00Z,"The Golden State Warriors have announced two free COVID-19 vaccine booster clinics for fans and community members, taking place on January 25 and January 29, at Thrive City, the district surrounding Chase Center.",https://www.nba.com/warriors/warriors-to-host-two-free-covid-19-vaccine-clinics-20220129,Golden State Warriors
Warriors Announce 2022 Lunar New Year Celebrations,2022-01-21T21:00:00Z,"The Golden State Warriors today announced upcoming Lunar New Year celebrations, including a free, public event on January 28 at Thrive City, and in-arena activations during the team’s game against the Brooklyn Nets on January 29. In addition, the Warriors have partnered with the Chinese Chamber of Commerce to install a life-size tiger statue at Thrive City, the plaza surrounding Chase Center, for guests to enjoy.",https://www.nba.com/warriors/news/warriors-announce-2022-lunar-new-year-celebrations,Golden State Warriors
Golden State Warriors Expected to Register 400th Consecutive Sellout Thursday Night,2022-01-19T23:00:00Z,"With a capacity crowd of 18,064 expected to enter Chase Center as the Golden State Warriors take on the Indiana Pacers tomorrow, Thursday, January 20, the Warriors will register their 400th consecutive sellout, setting a new franchise record. The current sellout streak, which includes home regular and postseason games, started on December 18, 2012, against the then-New Orleans Hornets. The streak does not include games during the 2020-21 NBA season due to limited capacity crowds.",https://www.nba.com/warriors/news/golden-state-warriors-expected-register-400th-consecutive-sellout-thursday-night-20220119,Golden State Warriors
Warriors Recall Moses Moody from Santa Cruz,2022-01-18T18:08:00Z,"The Golden State Warriors have recalled guard Moses Moody from the team’s G League affiliate, the Santa Cruz Warriors, the team announced. Moody has appeared in eight games (all starts) with Santa Cruz, averaging 27.5 points, 5.5 rebounds, 1.3 assists and 1.50 steals in 31.9 minutes per game. He has appeared in 25 games (one start) for Golden State this season, averaging 2.1 points and 1.0 rebound in 7.0 minutes per game.",https://www.nba.com/warriors/news/warriors-recall-moses-moody-santa-cruz-20220118,Golden State Warriors
Draymond Green Injury Update – 1/16/22,2022-01-16T23:20:00Z,"Draymond Green , who exited last Sunday’s game due to a sore left calf, has been evaluated by several specialists over the last week—in addition to undergoing an MRI of his lower back the night of the game—to determine the cause of the soreness/tightness in his calf. The evaluations indicated the left calf soreness/tightness is tied to the involvement of a disc in his lower back.",https://www.nba.com/warriors/news/draymond-green-injury-update-20220116,Golden State Warriors
Warriors Assign Moses Moody to Santa Cruz,2022-01-12T18:58:00Z,"Golden State Warriors guard Moses Moody has been assigned to the team’s G League affiliate, the Santa Cruz Warriors, the team announced today. Moody has appeared in 25 games (one start) for the Warriors this season, averaging 2.1 points and 1.0 rebound in 7.0 minutes per game. The rookie guard has played in seven games (all starts) with Santa Cruz, averaging 26.9 points, 5.4 rebounds, 1.1 assists, 1.57 steals and 1.00 block in 31.9 minutes per game.",https://www.nba.com/warriors/news/moody-assigned-santa-cruz-20220112,Golden State Warriors
Warriors Recall Jonathan Kuminga and Moses Moody from Santa Cruz,2022-01-11T21:45:00Z,"Golden State Warriors forward Jonathan Kuminga and guard Moses Moody have been recalled from the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",https://www.nba.com/warriors/news/kuminga-moody-recalled-from-scw-20220111,Golden State Warriors
"Warriors Name Jennifer Vasquez as Vice President, Diversity, Equity & Inclusion",2022-01-11T18:00:00Z,,https://www.nba.com/warriors/news/warriors-name-jennifer-vasquez-vice-president-diversity-equity-inclusion-20220111,Golden State Warriors
Warriors Assign Jonathan Kuminga and Moses Moody to Santa Cruz,2022-01-10T22:15:00Z,"Golden State Warriors forward Jonathan Kuminga and guard Moses Moody have been assigned to the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",https://www.nba.com/warriors/news/kuminga-moody-assigned-santa-cruz-20220110,Golden State Warriors
Warriors Guard Klay Thompson Set to Return Sunday,2022-01-08T22:21:00Z,"Five-time NBA All-Star and three-time NBA champion Klay Thompson will be available to play in tomorrow night’s game vs. Cleveland. Thompson, who owns NBA records for most points in a single quarter (37 on Jan. 23, 2015) and most threes in a single game (14 on Oct. 29, 2018), last appeared in Game 6 of the NBA Finals on June 13, 2019.",https://www.nba.com/warriors/news/warriors-guard-klay-thompson-return-20220108,Golden State Warriors
Warriors Recall Moses Moody from Santa Cruz,2022-01-08T19:45:00Z,"Golden State Warriors guard Moses Moody has been recalled from the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",https://www.nba.com/warriors/news/warriors-recall-moses-moody-santa-cruz-20220108,Golden State Warriors
Warriors Assign Moses Moody to Santa Cruz,2022-01-07T18:00:00Z,"Golden State Warriors guard Moses Moody has been assigned to the team’s G League affiliate, the Santa Cruz Warriors, the team announced today. Moody has appeared in 24 games (one start) for the Warriors this season, averaging 2.1 points and 1.0 rebound in 7.0 minutes per game. The rookie guard has played in five games (all starts) with Santa Cruz, averaging 24.0 points, 5.6 rebounds, 1.4 assists, 1.60 steals and 1.00 block in 29.4 minutes per game.",https://www.nba.com/warriors/news/moody-assigned-santa-cruz-20220107,Golden State Warriors
"Warriors Game at Denver Re-Scheduled for Monday, March 7",2022-01-03T22:46:00Z,"The Golden State Warriors game at Denver that was originally scheduled to take place on December 30 has been rescheduled for Monday, March 7, the league announced today. The game will tip-off at 6 p.m. (PST) at Ball Arena. The contest will be broadcast on NBC Sports Bay Area and can be heard on the team’s flagship station, 95.7 The Game. The original game was postponed as Denver did not have the league-required eight available players to proceed with the game.",https://www.nba.com/warriors/news/warriors-game-denver-re-scheduled-monday-march-7,Golden State Warriors
Warriors Sign Quinndary Weatherspoon to Two-Way Contract,2022-01-03T18:15:00Z,"The Golden State Warriors have signed guard Quinndary Weatherspoon (Quin-DAIRY Weh-ther-SPOON) to a two-way contract, the team announced today. Weatherspoon signed a 10-day contract with the Warriors on December 23, via the NBA’s Hardship Exception, appearing in one game for Golden State. He scored six points to go along with one rebound, one steal and one block in 14 minutes during the Warriors 116-107 victory at Phoenix on Christmas Day.",https://www.nba.com/warriors/news/weatherspoon-two-way-contract-20220103,Golden State Warriors
Warriors Waive Jeff Dowtin,2022-01-02T18:12:34Z,"The Golden State Warriors have waived two-way guard Jeff Dowtin, the team announced today. Dowtin, who was claimed off waivers by the Warriors on October 18, appeared in four games for Golden State and averaged 1.5 points and 1.8 rebounds in 6.9 minutes per game. The guard played in 12 games (12 starts) with the Santa Cruz Warriors, averaging 17.7 points, 6.2 rebounds, 5.8 assists and 1.33 steals in 35.1 minutes per game.",https://www.nba.com/warriors/news/jeff-dowtin-waived-20220102,Andy Fahey
Golden State at Denver Game Postponed,2021-12-30T21:50:00Z,The NBA announced today that the Golden State Warriors at Denver Nuggets game scheduled for tonight at Ball Arena has been postponed. The Nuggets do not have the league-required eight available players to proceed with the game against the Warriors.,https://www.nba.com/warriors/news/golden-state-denver-game-postponed-20211230,Golden State Warriors
Chase Center Announces Updated Venue Entry Requirements,2021-12-29T20:30:00Z,"The Golden State Warriors and Chase Center have announced updated details today regarding the venue’s entry requirements for fans, in accordance with the public health order issued by the San Francisco Department of Public Health today.",https://www.nba.com/warriors/news/chase-center-announces-updated-venue-requirements-20211229,Golden State Warriors
Warriors Sign Quinndary Weatherspoon,2021-12-23T22:10:00Z,"The Golden State Warriors have signed free agent guard Quinndary Weatherspoon (Quin-DAIRY Weh-ther-SPOON) to a 10-day contract via the NBA’s Hardship Exception, the team announced today. Weatherspoon, 25, has appeared in nine games (five starts) for Golden State’s G League affiliate, the Santa Cruz Warriors, averaging 16.1 points, 4.3 rebounds, 3.7 assists and 1.22 steals in 27.4 minutes per contest. He originally signed with Golden State on October 11, 2021.",https://www.nba.com/warriors/news/warriors-sign-weatherspoon-20211223,Golden State Warriors
Steve Kerr Named 2022-24 USA Basketball Men’s National Team Head Coach,2021-12-20T17:45:00Z,"Golden State Warriors Head Coach Steve Kerr has been named the 2022-24 USA Basketball Men’s National Team head coach, it was announced today by USA Basketball Men’s National Team Managing Director Grant Hill. Kerr will lead the USA National Team in 2022-24, which will include all USA Men’s National Team training camps, and, if the USA qualifies, the 2023 FIBA World Cup that is scheduled to be held in the Philippines, Japan, and Indonesia from Aug. 25-Sept. 10, 2023, and the 2024 Summer Olympic Games that is scheduled for July 26-Aug. 11 in Paris, France.",https://www.nba.com/warriors/news/steve-kerr-named-2022-24-usa-basketball-mens-national-team-head-coach,Golden State Warriors
Klay Thompson Injury Update – 12/17/21,2021-12-17T19:00:00Z,Klay Thompson completed a successful rehab assignment Wednesday with Santa Cruz. Thompson’s recovery timeline remains on-schedule. Final stages of his preparation for return-to-play will be conducted with the Warriors. His return date will be announced when finalized and available.,https://www.nba.com/warriors/news/klay-thompson-injury-update-20211217,Golden State Warriors
Warriors Recall Klay Thompson and James Wiseman from Santa Cruz,2021-12-16T00:15:00Z,"The Golden State Warriors have recalled guard Klay Thompson and center James Wiseman from the team’s G League affiliate, the Santa Cruz Warriors, the team announced today. The duo practiced with the team in Santa Cruz this week. Thompson has missed the last two seasons due to a torn left ACL and a torn right Achilles. Wiseman underwent successful surgery to repair a right meniscal tear on April 15.",https://www.nba.com/warriors/news/warriors-recall-klay-thompson-and-james-wiseman-santa-cruz-20211215,Golden State Warriors
Chase Center Announces Updated Venue Entry Requirements,2021-12-15T18:30:00Z,"The Golden State Warriors and Chase Center announced updated details today regarding the venue’s entry requirements for fans ages 2 through 11, in accordance with the revised guidance issued by the California Department of Public Health.",https://www.nba.com/warriors/news/chase-center-announces-updated-venue-requirements-20211215,Golden State Warriors
Stephen Curry Becomes NBA’s All-Time 3-Point Leader,2021-12-15T00:45:00Z,"Golden State Warriors guard  Stephen Curry  became the NBA’s all-time 3-point leader with 2,974 career 3-pointers, hitting his second three of the night with 7:33 remaining in the first quarter of tonight’s contest at the New York Knicks to surpass Ray Allen’s career mark (2,973 threes).",https://www.nba.com/warriors/news/curry-nba-3point-leader-20211214,Andy Fahey
Warriors Announce First-Of-Its-Kind Partnership with FTX,2021-12-14T14:00:00Z,"The Golden State Warriors and FTX US (referred to as “FTX”) today announced a first-of-its-kind cryptocurrency partnership in professional sports. As the Warriors’ Official Cryptocurrency Platform and NFT Marketplace, the franchise will drop NFTs on FTX.us , beginning in early 2022. The partnership between the Warriors and FTX marks the first international rights partner for the Warriors, meaning the team and FTX will have a visible market presence, inclusive of logo and likeness, internationally.",https://www.nba.com/warriors/warriors-ftx-partnership-20211214,Golden State Warriors
Warriors Assign Klay Thompson and James Wiseman to Santa Cruz,2021-12-12T00:03:00Z,"The Golden State Warriors have assigned guard Klay Thompson and center James Wiseman to the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",https://www.nba.com/warriors/news/warriors-assign-klay-thompson-and-james-wiseman-santa-cruz-20211211,Golden State Warriors
Warriors Assign Jonathan Kuminga and Moses Moody to Santa Cruz,2021-12-07T19:05:00Z,"The Golden State Warriors have assigned forward Jonathan Kuminga and guard Moses Moody to the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",https://www.nba.com/warriors/news/kuminga-moody-assigned-santa-cruz-20211207,Golden State Warriors
Chase Center Announces Updated Health and Safety Entry Requirements,2021-12-07T01:00:00Z,,https://www.nba.com/warriors/news/chase-center-announces-updated-health-and-safety-entry-requirements-20211206,Golden State Warriors
Warriors Recall Jonathan Kuminga and Moses Moody from Santa Cruz,2021-12-06T18:20:00Z,"The Golden State Warriors have recalled forward Jonathan Kuminga and guard Moses Moody from the team’s G League affiliate, the Santa Cruz Warriors, the team announced today.",https://www.nba.com/warriors/news/kuminga-moody-recalled-from-scw-20211206,Golden State Warriors
